country,date,I_sum,I_mean,I_count,vaccination_rate_mean,vaccination_rate_max,vaccination_rate_min,new_cases_sum,new_cases_mean,new_cases_max,people_vaccinated_mean,people_vaccinated_max
United States,2023-06-18,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-06-25,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-07-02,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-07-09,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-07-16,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-07-23,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-07-30,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-08-06,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-08-13,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-08-20,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-08-27,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-09-03,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-09-10,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-09-17,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-09-24,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-10-01,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-10-08,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-10-15,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-10-22,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-10-29,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-11-05,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-11-12,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-11-19,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-11-26,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-12-03,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-12-10,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-12-17,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-12-24,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2023-12-31,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-01-07,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-01-14,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-01-21,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-01-28,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-02-04,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-02-11,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-02-18,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-02-25,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-03-03,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-03-10,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-03-17,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-03-24,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-03-31,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-04-07,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-04-14,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-04-21,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-04-28,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-05-05,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-05-12,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-05-19,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-05-26,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-06-02,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-06-09,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-06-16,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-06-23,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-06-30,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-07-07,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-07-14,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-07-21,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-07-28,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
United States,2024-08-04,0,0.0,7,0.7988036774002468,0.7988036774002469,0.7988036774002469,0.0,0.0,0.0,270227181.0,270227181.0
